"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"AG01"	"AG01_01"	"AG01_02"	"AG01_03"	"AG01_04"	"AG01_05"	"AG01_06"	"AG01_07"	"AG01_07a"	"AG02_01"	"AG03_01"	"AG03_02"	"AG03_03"	"AG03_04"	"AG03_05"	"AG03_06"	"AG03_07"	"AG03_08"	"AG03_09"	"AG03_10"	"AG03_11"	"AG04_01"	"AG05_01"	"AG05_02"	"AG05_03"	"AG05_04"	"AG05_05"	"AG05_06"	"AG05_07"	"AG05_08"	"AG05_09"	"AG05_10"	"AG05_11"	"AG05_12"	"AG05_13"	"AG05_14"	"AG05_15"	"AG05_16"	"AG05_17"	"AG05_18"	"AG06_01"	"AG06_02"	"AG06_03"	"AG06_04"	"AG06_05"	"AG06_06"	"AG06_07"	"AG06_08"	"AG06_09"	"AG06_10"	"AG06_11"	"AG06_12"	"AG08_01"	"AG10_01"	"AG10_02"	"CO01_01"	"CO01_02"	"CO01_03"	"CO02_01"	"CO02_02"	"CO02_03"	"CO03_01"	"CO03_02"	"CO03_03"	"CO03_04"	"CO03_05"	"CO03_06"	"CO03_07"	"CO03_08"	"CO04_01"	"CO04_02"	"CO04_03"	"CO04_04"	"CO04_05"	"CO04_06"	"CO04_07"	"CO04_08"	"CO05_01"	"CO05_02"	"CO05_03"	"CO05_04"	"CO05_05"	"CO05_06"	"CO05_07"	"CO05_08"	"CO06_01"	"CO07_01"	"CO08_01"	"CO11_01"	"CO11_02"	"GI01_01"	"GI01_02"	"GI01_03"	"GI01_04"	"GI01_05"	"GI01_07"	"GI01_08"	"GI01_09"	"GI02_01"	"GS01_01"	"GS01_02"	"GS01_03"	"GS01_04"	"GS01_05"	"GS01_06"	"GS01_07"	"GS02_01"	"GS02_02"	"GS02_03"	"RWA_01"	"RWA_02"	"RWA_03"	"SDO_01"	"SDO_02"	"SDO_03"	"SX_01"	"SX_02"	"SX_03"	"SX_04"	"SX_05"	"SX_06"	"TX_01"	"TX_02"	"TX_03"	"TX_04"	"TX_05"	"TX_06"	"TX_07"	"TX_08"	"SD01"	"SD01_01"	"SD01_02"	"SD01_03"	"SD01_04"	"SD01_05"	"SD02"	"SD03"	"SD04"	"SD04_04"	"SD05"	"SD06"	"SD06_10"	"SD07"	"SD08_01"	"SD09"	"SD10_01"	"SD11"	"SD12_01"	"SD14"	"SD15"	"SN01_01"	"SN01_02"	"SN01_03"	"SN01_04"	"SN01_05"	"SN01_06"	"SN01_07"	"SN01_08"	"SN01_09"	"SN02_01"	"SN02_02"	"SN02_03"	"SN02_04"	"SN02_05"	"SN02_06"	"SN02_07"	"SN02_08"	"SN02_09"	"SN04_01"	"SO01_01"	"XX03"	"XX12"	"XX19"	"XX21"	"TIME002"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME019"	"TIME020"	"TIME021"	"TIME022"	"TIME024"	"TIME026"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"
2123			"base"	"interview"	2024-03-25 15:08:42	1	F	F	T	F	F	F	F		"Ich würde zunächst durch Recherche versuchen, mir mehr Info zu beschaffen. Nur, wenn ich nichts finde:

Guten Tag A. Hausach"	5	5	5	5	5	5	5	5	5	5	5	101	3	1	1	1	1	1	1	2	1	1	3	5	5	5	5	1	1	5	3	4	4	4	4	4	4	4	4	4	3	2		1	3	4	2	4	1	1	1	4	3	3	5	3	1	3	2	1	1	1	1	1	1	1	1	4	3	3	5	1	1	1	1				3	1	3	4		4		4	4	3		4	4	4	4	4	4	4	2	2	2	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1	T	F	F	F	F	3	3	1		3	7				1	"Bildungswissenschaft "		2	1	2	26	7	91	77	91	77	86	41	91	34	13	76	71	90	97	94	35	88			2	1	1	1		13	13	13	8	67	111	73	20	26	91	153	108	109	34	30	694	54		14		4	971		2024-03-25 15:35:59	T	F	26	26	5	1	1
2124			"base"	"interview"	2024-03-25 15:09:22	1	F	T	F	F	F	F	F		"Guten Morgen, ... (oder Guten Tag, je nach Uhrzeit)"	5	5	5	5	5	5	5	5	5	5	5	101	3	1	3	1	1	1	1	1	1	1	1	5	5	5	5	1	1	5	4	5		3	4	4	5	4	4	5	4	4				2	7	7	1	3	3	3	1	3	3	1	3	1	1	3	7	6	7	3	3	4	7	3	7	6	7	3	6	4	7				6	3	4	5	4		5	4		3	"Freunde, Familie"	5	4	4	5	4	5	5				1	5	5	2	1	3	2	1	1	1	1	1	1	1	1	5	5	5	1	2	1	F	T	F	F	F	3	9	1		4	8								1	2	51	16	41	41	76	76	41	26	86	51	16	51	41	76	76	40	21	80			2	1				36	6	37	16	67	102	127	23	107	217	261	104	124	3	40							1270		2024-03-25 15:30:33	F	F	18	18	4	0	0.92
2126			"base"	"interview"	2024-03-25 15:15:20	2	T	F	F	F	T	F	F		"Die Frage ergibt keinen Sinn. In der Realität gibt es das Problem nicht. Aus der E-Mail geht der Vorname hervor. Personal der Uni kann man nachschlagen, um zwischen Sehr geehrter Herr Hausach oder Sehr geehrte Frau Hausach zu differenzieren. "	1	1	3	1	1	1	1	1	1	1	1	1	5	5	4	5	4	1	3	5	4	5	5	1	1	1	5	5	1	1	1	3	1	1	1	1	1	3	1	1	1	1		3	1	1	2	3	1	1	1									1	2	1	1	2	1	1	1	3	4	3	3	2	1	1	1				2	1	4	4		2		1	2	3	"Ich bin erstmal nur ich. Diese Identifikation mit Gruppen interessiert mich nicht. "	3	3	5	3	3	3	3	1	1	3	1	5	4	2	2	4	3	5	4	3	2	1	1	1	4	5	5	5	5	4	1	T	F	F	F	F	4	2	2		3	8			"Die Fragen, ob es nur zwei Geschlechter gebe, kann man nicht auf der Skala beantworten. Es macht einen Unterschied ob nach dem biologischen oder subjektiv empfundenen Geschlecht gefragt wird. "	1	"Philosophie "		8	1	2	2	6	4	8	5	1	7	8	10	2	5	16	21	6	10	9	7	6			2	1	1	1		14	7	22	7	128	222	99	26	38	56	142	102	149	7	30	16	24		122		8	1113		2024-03-25 15:35:39	T	F	26	26	3	0	1.03
2127			"base"	"interview"	2024-03-25 15:15:31	2	F	T	F	F	T	F	F		"Ich würde eine Anrede durch ein simples ""Guten Tag"" umgehen oder nachfragen."	3	3	3	3	3	3	3	3	3	3	3	36	4	4	4	4	4	1	5	4	5	4	5	3	2	2	4	3	3	3	1	2	2	1	1	1	1	1	1	1	1	1	"Es gibt keine einheitliche Form wie es genutzt werden soll. Das verwirrt und nervt. Letztlich besteht auch keine Pflicht, Unternehmen oder Behörden machen es nach Gutdünken, man weiß gar nicht wo und bei wem und wann man was nutzen soll. Einfach lassen wie es ist, wir wissen alle, dass ""Hagener"" oder FU Studenten sowohl Männer als auch Frauen inkludiert, das muss nicht explizit noch mal erwähnt werden."	3	2	3	3	3	2	2	2	2	3	1	3	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1				1	1	4	4		4		4	4	4		4	4	4	4	3	4	3	1	1	1	3	2	4	2	3	5	3	2	3	1	3	1	4	3	5	1	4	4	5	5	1	T	F	F	F	F	5	5	1		2	8				1				1	2	8	24	76	36	62	28	67	73	7	15	33	68	69	77	47	47	43	6			2	1	1	1		8	4	9	8	64	126	79	34	33	60	102	219	119	15	35	18	25		33		25	1016		2024-03-25 15:32:27	T	F	26	26	6	2	1.05
2128			"base"	"interview"	2024-03-25 15:16:33	2	T	T	F	F	F	F	F		"Guten Tag Frau/Herr Hausach,

.."	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	5	5	1	5	5	5	4	5	4	1	1	4	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1		3	1	3	1	2	1	1	1	1	1	3	2	1	1	4	2									1	3	1	3	1	1	1	1				1	1	2	5		5		5	2	4		4	5	4	5	3	4	4	1	1	2	4	2	5	4	2	5	1	1	3	1	3	3	5	5	5	3	5	4	5	5	1	T	F	F	F	F	2	2	2		2	8				3	"Master Wirtschaftswissenschaften"		0	1	2	1	11	16	11	31	16	11	2	2	1	1	1	1	1	1	1	1	1			2	1	1	1		8	5	5	15	62	122	53	70	38	69	146	169	159	30	34	29	31		15		11	1071		2024-03-25 15:34:25	T	F	26	26	5	1	0.99
2133			"base"	"interview"	2024-03-25 15:50:09	1	F	T	F	F	F	F	F		"Sehr geehrte/r Frau/Herr Hausach."	5	5	5	5	5	5	5	4	5	5	5	93	1	1	3	1	1	1	1	1	2	1	1	5	5	4	4	1	1	5	4	5	5	5	5	4	4	5	5	5	4	4		1	2	2	3	1	1	1	1	2	1	1	3	1	3	1	1	2	3	1	1	3	1	1	1												1	1	3	5		3		4	3	3		4	3	3	4	4	3	4	2	1	1	1	1	5	3	3	3	1	1	1	1	1	1	1	1	1	5	5	5	1	3	1	T	F	F	F	F	1	1	1		3	7				5	"Rechtswissenschaften "		3	1	2	86	48	98	68	101	52	72	83	61	36	40	44	54	43	42	58	61	41			2	1	1	1		9	5	25	11	79	157	93	28	42	83	168	137	131	12	30	29	54		14			1107		2024-03-25 16:08:36	F	F	22	22	5	1	0.95
2134			"base"	"interview"	2024-03-25 15:55:43	1	F	F	T	F	F	F	F		"Sehr geehrte/r Herr/Frau"	5	5	3	5	5	5	3	5	4	3	5	101	1	1	3	1	3	1	1	3	1	1	1	4	3	5	4	1	1	1	4	4	4	4	4	4	4	4	4	4	4	3		1	2	4	1	3	1	1	1	4	4	4	4	2	4	4	4									3	2	2	3	1	2	2	2				1	1	5	5		4		3	5	4	"Feuerwehr "	5	5	5	5	5	5	5	4	4	4	3	1	5	1	3	1	4	1	3	1	1	2	1	1	1	5	5	5	1	1	1	T	F	F	F	F	1	1	2		5	8				5	"Rechtswissenschaft"		10	1	2	55	55	79	77	90	91	82	45	80	69	63	83	81	92	85	96	78	99			2	1	1	1		11	5	4	5	49	64	47	18	30	47	60	91	92	4	25	47	29		8		3	639		2024-03-25 16:06:23	T	F	26	26	4	1	1.66
2139			"base"	"interview"	2024-03-25 16:29:03	3	T	T	F	F	T	F	F		"Guten Tag, ..."	3	3	3	3	3	3	3	3	3	3	3	51	5	5	3	5	3	1	5	3	4	4	5	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Mit diesem Fokus auf Diskriminierungen hält man sie am Leben. In meinem Alltag spielen geschlechtsspezifische Benachteiligungen seit Jahrzehnten keine Rolle, weder beruflich noch privat. Das Gleichbehandlungsgebot ist längst in allen Gesetzen vertreten und durchzieht den Alltag. Sie ist de facto längst beendet. Lediglich diese sprachlichen Diskussionen halten sie gefühlt künstlich am Leben. Sowohl eine Drucksituation, in der erwartet wird dass an gesch.spez. Sprache verwendet, als auch deren Verbot wie jetzt in Bayern empfinde ich als unsäglich und lehne ich ab. 

Das Recht auf gleiche Möglichkeiten rechtfertigt allerdings noch lange keinen Anspruch auf das gleiche Ergebnis. Hier muss man sich halt ganz geschlechtsunabhängig den A. ein wenig aufreißen. Diese Debatten erwecken manchmal den Eindruck, dass mit damit das Recht auf einseitige Erleichterungen für bestimmte Gruppen durchgesetzt werden soll. Beispiel Gender Pay gap, die oftmals keine mehr ist, wenn man die tatsächlich geleistete Arbeit vergleicht, über Jahre und Jahrzehnte. Wenn man sich für Familie entscheidet ist das doch toll und auch Männer machen das immer öfter. Aber dann ist halt Nix mit Karriere, ganz unabhängig vom Geschlecht... Erfolg ist leistungsbasiert und schaut dabei nicht zwischen die Beine. 
"	1	1	4	3	4	1	1	1	3	1	1	4	1	1	1	1	3	3	1	1	3	1	1	1	3	3	1	3	1	1	1	1				3	1	4	5		5		4	4	4	"Familie"	5	5	5	5	3	3	3	2	3	3	3	3	5	1	1	3	3	3	3	3	3	2	1	1	3	3	3	5	4	5	1	T	F	F	F	F	4	4	2		4	5				3	"Wirtschaftsinformatik "		4	1	2	1	16	71	34	101	51	34	1	71	1	16	51	16	68	1	1	1	51		"Gut fand ich einen Ansatz, bei dem Studienbriefe nur mit der weiblichen Anrede/Form verfasst wurden. Dann wechselt man einfach ab, mal männlich, mal weiblich. Daran hat man sich nach ein paar Seiten gewöhnt und es stört den Lesefluss nicht. "	2	1	1	1		3	5	4	11	46	77	65	35	23	57	147	687	203	103	42	30	53		34		17	1551		2024-03-25 16:56:25	T	F	26	26	3	0	1.07
2142			"base"	"interview"	2024-03-25 16:35:56	2	F	T	F	F	F	F	T	"Student:innen"	"Guten Tag A. Hausach"	5	5	5	5	5	5	5	5	5	5	5	101	1	1	4	1	1	1	1	1	1	1	3	5	5	5	5	1	1	5	5	5	5	3	4	5	5	4	5	-1	-1	-1		1	3	4	2	3	1	1	1	3	4	3	4	2	4	6	1	1	2	1	1	1	1	1	1	4	3	3	3	1	1	1	1				7	1	3	5		5		5	5	3		4	3	3	4	3	3	3	3	3	2	2	2	5	2	2	1	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1	T	F	F	F	F	3	3	1		4	8				1	"Biwi"		6	1	2	21	32	82	62	77	91	91	36	92	11	16	72	67	83	96	92	22	86			2	1	1	1		26	4	5	11	62	72	138	63	51	159	253	153	164	16	50	24	48		22		8	1329		2024-03-25 16:58:05	T	F	26	26	5	1	0.85
2144			"base"	"interview"	2024-03-25 16:39:34	2	F	T	T	F	F	F	F		"Guten Tag A.Hausach"	5	5	5	5	5	5	5	5	5	5	5	101	1	1	1	1	1	1	1	1	1	1	1	5	5	5	3	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	"Haltung zum Menschen, Aufmerksam auf soziale  Ungleichheiten machen durch den Diskurs über die Sprache, um alle Menschen anzusprechen, sie in ihrer Geschlechtlichkeit ernst nehmen und Bedeutung verleihen
"	-9	-9	5	2	4	2	1	2	3	3	3	3	7	4	7	1	1	2	2	1	2	1	1	2	3	4	3	2	3	1	1	1				6	2	4	5		5		1	3	1	"Teams der FernUni bei denen ich mich ehrenamtlich einbringe."	4	3	3	4	4	3	3	-9	-9	-9	3	1	5	1	2	1	1	1	1	1	1	2	1	1	1	5	5	5	1	1	1	T	F	F	F	F	1	9	4	"nicht alle Geschlechter lassen sich einem Terminus zuordnen;)"	4	8				1	"Soziologie"		8	1	2	72	22	101	13	21	21	8	19	50	73	14	36	40	35	32	49	30	39	"in sozialen Verbänden"	"Warum werden ""Diverstoiletten"", Männer und Frauentoiletten angeboten? Warum gibt es nicht einfach WCs?
Warum wird durch die Uni nach Außen  mit : gegendert und nicht richtig mit * oder _? Warum werde ich durch meinen Namen von Angestellten der Uni als Frau gelesen und angesprochen und mir Personalpronomen zugeordnet? Ich bin eine cis-Frau, aber es könnte auch anders sein.Warum schreiben Angestellte der Fernuni nicht ihre Personalpronomen in die Signatur?So könnten Sie persönlicher angesprochen werden. Warum gibt es an der Uni Frauenparkplätze? Auch andere Geschlechter können bedroht werden."	2	1	1	1		49	10	15	33	172	108	99	62	195	284	218	276	279	335	97	36	40		24		11	2020		2024-03-25 17:18:37	T	F	26	26	6	3	0.51
2145			"base"	"interview"	2024-03-25 16:46:52	2	T	T	F	F	F	F	F		"Sehr geehrte/r Frau/Herr Hausach,
..."	2	2	2	2	2	2	2	2	2	2	2	1	5	5	5	5	3	1	3	5	5	5	5	1	1	1	1	5	3	1	1	3	3	1	3	3	1	1	1	1	1	1		2	1	3	3	3	1	1	1	3	3	3	3	3	1	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	1	3	3				3	1	5	5		5		4	5	3	"Familie"	4	3	4	4	4	4	4	2	3	3	1	3	4	4	1	3	1	1	1	1	1	1	1	1	3	5	5	5	1	3	1	T	F	F	F	F	10	10	1		3	8				1	"."		0	1	2	24	25	83	78	81	82	76	83	72	6	15	20	23	17	16	17	17	19			2	1	1	1		6	6	5	17	37	70	73	25	27	69	54	107	113	3	39	30	43		12		3	739		2024-03-25 16:59:12	T	F	26	26	5	1	1.45
2147			"base"	"interview"	2024-03-25 16:51:07	1	F	T	F	F	F	F	F		"Guten Tag A. Hausach"	2	2	2	2	2	2	1	2	2	2	3	11	5	4	4	5	5	1	5	4	4	4	4	5	3	1	4	5	4	3	1	3		3	2	3	2	3	3	2	2	1		2	1	7	7	6	6	3	2	1	7	4	1	7	3	1	1	1	7	7	6	7	7	1	7	1	6	4	3	5	1	1	4				3	3	4	5	5		5	3		2		5	3	5	5	4	5	4	3	3	2	1	3	4	5	3	3	3	1	3	1	1	2	1	1	5	2	5	5	3	5	1	F	F	T	F	F	2	9	1		2	7		7				4		1	2	51	51	51	61	81	51	1	58	51	51	42	51	53	71	61	1	54	51			2	1	1	1		14	7	9	28	57	60	116	51	76	146	174	124	131	23	35		37	22	14		3	1127		2024-03-25 17:09:54	T	F	26	26	5	1	0.92
2148			"base"	"interview"	2024-03-25 16:55:15	1	F	F	F	F	T	F	F		"Guten Tag Frau/Herr Hausach"	3	3	1	3	3	3	1	1	1	1	3	82	5	5	2	5	5	1	5	5	5	5	5	1	1	1	5	5	5	5	3	4	4	2	4	4	3	3	4	3	2	1		1	1	6	3	3	2	1	1	5	3	3	6	3	6	7	1	3	3	1	1	1	1	1	1	3	3	1	2	2	1	1	1				1	3	5	5		5		5	3	2		5	5	5	5	5	5	5	3	3	3	1	3	4	5	1	4	1	1	1	1	1	1	1	1	5	3	5	5	5	5	1	T	F	F	F	F	3	9	1		5	7				2	"Psychologie"		3	1	2	48	34	101	87	101	91	97	62	60	42	24	81	82	101	101	92	69	83			2	1	1	1		6	6	5	9	62	151	158	53	60	229	170	138	210	9	69	37	71		14		11	1468		2024-03-25 17:19:43	T	F	26	26	5	1	0.86
2149			"base"	"interview"	2024-03-25 16:57:34	5	T	T	F	T	T	F	T	"Das Student, die Studenter"	"Guten Morgen, A. Hausach,

(Wenn gänzlich unbekannt und der Empfänger das annehmen muss auch ""Sehr geehrter Herr oder Frau Hausach"")"	2	3	3	4	2	4	3	3	3	3	5	30	5	3	4	5	2	1	1	5	3	5	5	4	3	2	5	2	1	5	1	3	1	5	3	2	-1	1	5	-1	2	-1	"Bei vielen Worten ändert sich durch eine geschlechtsneutrale Umschreibung die Bedeutung. Dies führt in manchen Texten zu unpräzisen Darstellungen. In manchen Texten führt eine geschlechtsneutrale Umschreibung zu Missverständnissen, da die Umschreibungen manchmal nicht oder unklar definiert sind. Geschlechtergerechte Sprache schadetr hier der  Klarheit der Sprache.

Geschlechtergerechte Sprache lenkt oft von echten Problemen der Gleichberechtigung ab. Es gibt viel wichtigere Themen der Chancengleichheit wie Aufstiegschancen, oder dass Ausgrenzungen und Benachteiligungen nicht zu Dulden sind. Auch mit geschlechtergerechter Sprache kann man sehr herablassend sein, und die Diskussion um geschlechtergerechte Sprache lenkt oft vom Inhalt der Sprache ab. Ganz grob gesagt: Der Keller steht voll Wasser, und wir machen uns Sorgen um die Tapete."	1	1	3	2	3	1	1	1	3	3	3	3	3	1	3	1	3	3	1	1	1	1	1	1	3	3	1	3	1	1	1	1				-9	-9	3	5		3		4	2	3	"Mehrere Personengruppen im ehrenamtlichen, privaten und beruflichem Umfeld. "	5	3	5	5	4	5	4	1	1	2	1	5	5	3	2	3	2	1	2	2	3	2	1	1	1	5	4	5	1	1	1	T	F	F	F	F	3	3	2		3	8			"Ich finde es schade, dass hier nur das Hilfetelefon „Gewalt gegen Frauen“ erwähnt wird. Ich habe auch Männer im Bekanntenkreis, die unter häuslicher Gewalt leiden. Geschlechtergleichberechtigung wird nicht durch ein Neugestalten der Sprache erreicht, sondern indem die Sorgen und Nöte aller Geschlechter respektiert werden (und nicht nur bisher benachteiligter Geschlechter)."	2	"Psychologie"			1	2	11	28	76	62	92	61	63	31	51	6	20	77	67	94	64	66	16	51			2	1	1	1		49	7	5	8	203	611	210	60	64	137	304	628	384	32	217	27	50		286		15	2507		2024-03-25 17:52:31	T	F	26	26	5	2	0.53
2155			"base"	"interview"	2024-03-25 17:22:26	4	F	T	T	F	T	T	F		"Liebe:r A.Hausach"	5	5	5	5	5	5	5	5	5	5	5	101	1	1	4	2	1	1	1	4	1	3	1	5	5	5	1	1	1	5	4	4	3	3	3	3	3	2	4	3	3	3		1	3	5	3	3	1	1	1	4	3	3	3	3	-9	5	1	1	3	3	3	3	1	1	1	3	3	3	3	1	3	3	1				2	1	3	5		5		5	3	4	"Umweltbewusst "	4	3	3	3	4	4	4	3	3	2	1	1	5	1	2	1	1	1	1	1	1	1	1	1	1	5	5	5	1	3	1	T	F	F	F	F	3	3	1		3	5				1			2	1	2	92	19	81	44	73	51	58	84	81	87	21	56	51	51	46	54	65	71			2	1	1	1		10	3	3	3	57	69	86	31	45	84	86	92	260	40	41	55	67		17		3	1052		2024-03-25 17:39:58	T	F	26	26	6	2	1.26
2159			"base"	"interview"	2024-03-25 17:37:06	1	F	F	F	F	T	F	F		"Sehr geehrte/r Herr/Frau Hausach"	2	2	2	2	2	2	2	2	2	2	2	12	4	3	4	4	4	1	4	4	4	4	5	3	3	3	3	4	3	3	1	1	1	1	1	1	1	1	1	1	1	1				6	1	3	4	1	2	1	1	1	2	1	1	6	1									2	1	1	2	1	1	1	1				1	1	3	3		4		4	4	2		3	3	3	3	3	3	3				1	3	4	4	1	2	4	3	3	1	3	3	1	1	3	1	3	5	3	3	1	T	F	F	F	F	-9	-9	1		3	7				5			2	1	2	10	51	-9	-9	-9	-9	-9	-9	-9	13	49	-9	-9	-9	-9	-9	-9	-9			2	1				5	4	3	8	46	57	51	21	37	44	69	273	97	2	18	25						760		2024-03-25 17:49:46	F	F	19	19	17	13	1.69
2164			"base"	"interview"	2024-03-25 17:54:37	1	T	F	F	F	F	F	F		"Sehr geehrte Frau oder Herr Hausach"	1	1	2	2	1	1	2	3	2	1	2	3	4	5	2	4	1	1	4	5	4	4	5	3	2	1	3	4	1	1	1	2		2	1	2	1	1	1	-1	-1	-1		1	1	7	6	7	2	2	2	6	3	3	5	3	1	1	1	2	4	4	2	3	1	1	1	2	6	6	3	5	1	1	1				1	1	4	4	4		5	2		2		4	4	4	5	4	4	4	2	3	2	1	2	5	2	1	3	3	3	2	1	3	1	1	1	4	4	1	5	5	5	1	F	T	F	F	F	6	11	2		5	11		4				2		1	2	1	11	61	29	42	11	8	9	21	3	21	35	32	13	6	15	20	17			2	1				7	5	5	7	62	68	158	40	35	125	133	117	113	8	37		33	18				971		2024-03-25 18:10:48	F	F	21	21	5	1	1.11
2165			"base"	"interview"	2024-03-25 18:07:24	2	T	F	F	F	T	F	F		"Sehr geehrte Damen und Herren, 

"	1	1	2	2	2	2	2	2	2	2	2	6	5	5	2	5	3	1	3	5	4	4	5	2	1	1	4	5	3	2	2	2	2	2	2	2	2	2	1	1	1	1		2	1	3	3	3	2	2	2	4	3	1	3	2	2	7	2	2	2	1	2	3	2	2	2	3	3	1	3	3	1	1	1				3	1	2	4		4		1	2	2	"Vater"	4	3	-9	-9	-9	-9	-9	1	1	1	1	5	4	1	1	1	2	2	2	2	4	2	1	1	4	4	5	5	3	4	1	T	F	F	F	F	3	3	2		4	8				1	"PVS"		5	1	2	7	16	-9	21	21	1	21	14	33	4	12	15	15	8	-9	18	11	16			2	1	1	1		12	8	27	5	56	81	64	34	29	73	144	102	121	4	24	21	29		12		7	853		2024-03-25 18:21:37	T	F	26	26	9	5	1.26
2166			"base"	"interview"	2024-03-25 18:09:32	1	T	F	F	F	F	F	F		"Sehr geehrter Herr Hausach,

..."	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	1	5	5	3	5	5	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Gerade im Kontakt mit Menschen, deren Muttersprache nicht Deutsch ist, führt die Verwendung von ""geschlechtergerechter"" Sprache zu Sprachbarrieren. 
Viele Menschen fühlen sich durch ""geschlechtergerechte"" Sprache ausgeschlossen."	3	1	6	6	7	5	3	2	6	6	2	5	2	1	1	1	2	5	6	4	2	2	1	4	3	6	6	7	7	4	7	7				2	2	4	4	4	4	4	4	4	4		5	5	5	5	4	5	3	1	2	2	1	5	4	3	1	3	3	3	3	1	1	2	1	1	4	5	4	5	5	5	2	T	T	F	F	F	2	2	2		2	8		3	"Es ist ein absolutes Unding, dass viele Universitäten (häufig auch die FernUniversität) mit Gendersprache offizielle Mitteilungen herausgeben. Während Rechtschreibräte klar vom Gendern abraten und diese als Währungshüter angesehen werden, verwenden Unis diese Sprache trotzdem.
Sich gegen die Merheit der Deutschen zu positionieren, die klar das Gendern ablehnen, kommen Universitäten nicht ihrem Bildungsauftrag nach. Es müssen endlich ernste Anstrengungen zur Akzeptanz aller Geschlechter durchgeführt werden und nicht immer nur Augenwischerei betrieben werden. Gleiches gilt für Förderungen. Diese sollten stets unabhängig vom Geschlecht sein. Ob die Empfänger von Förderprogrammen und -geldern zu 100% weiblich oder zu 100% männlich sind, ist egal, es kommt auf die jeweiligen Konzepte an. Es sollten viel mehr Ideen und Ansätze, nicht aber Quoten, gefördert werden."	3	"Promotion"	2	3	1	2	1	6	16	6	21	1	6	2	2	1	11	11	11	16	1	1	1	1	"Leute, die ihren Namen tanzen können; grün- und linksorientierte Studierende"	"Die neue Forschungsförderungslinie für den wissenschaftlichen Nachwuchs ist im Vergleich zu der vorherigen Förderung deutlich rückschrittlich und bedarf einer dringenden Überarbeitung. Wissenschaftlicher Nachwuchs benötigt eine bessere Förderung, auch in Hinblick auf finanzielle Förderungen für die Teilnahme an Konferenzen und Summer Schools in Präsenz. Darüber hinaus sollte es ein Budgettopf geben, an den man Anträge zur Beschaffung von Forschungsdaten stellen kann.

Förderungen sollten zudem unabhängig von Geschlecht oder Nationalität durchgeführt werden. Der Fokus sollte stärker auf den Projekten und Leistungen und weniger auf anderen Merkmalen ruhen. So stellt sich z.B. die Frage, warum es eine besondere Förderung für den weiblichen wissenschaftlichen Nachwuchs gibt, der Männer per se ausschließt.

Der IT-Support der Uni sollte dringend personell aufgestockt werden. Aktuell ist dieser von der Leistung aufgrund von Unterbesetzung als nicht leistungsfähig anzusehen.
"	2	1	1	1		19	33	31	10	32	41	36	28	35	110	182	173	131	278	40	14	37	12	316			964		2024-03-25 18:35:30	F	F	22	22	3	0	1.04
2169			"base"	"interview"	2024-03-25 18:11:53	2	F	T	T	F	F	F	F		"Sehr geehrte Frau Hausach/ sehr geehrter Herr Hausach, "	5	5	5	5	5	5	5	5	5	5	5	101	1	1	4	2	1	1	1	2	1	1	1	4	5	5	4	1	1	5	4	4	3	4	3	3	4	4	4	3	3	3		1	3	5	4	4	2	2	2	5	4	2	4	3	4	7	4	1	4	1	1	2	1	1	1	5	4	3	4	3	1	2	4				2	1	5	5		5		3	3	4		4	4	4	4	4	4	4	1	1	1	2	3	4	3	2	1	1	1	1	1	1	1	1	1	1	1	5	5	1	2	1	T	F	F	F	F	6	6	1		3	8				1	"Kulturwissenschaft"		0	1	2	51	21	71	41	71	41	41	51	81	81	77	77	51	72	53	61	81	91			2	1	1	1		796	6	85	38	92	220	122	374	69	360	205	250	442	13	40	61	34		20		2	2026		2024-03-25 19:05:42	T	F	26	26	5	1	0.66
